"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_LIFE","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_GI","N_MED","N_LI","ANP_OUTLIER","BIN_POLICY","BIN_VIT","BIN_ANP","BIN_ANP_B","BIN_ANP_R","BIN_LIFE","BIN_ENDOWMENT","BIN_ACCIDENT","BIN_CI","BIN_DISABILITY","BIN_INCOME","BIN_MEDICAL","BIN_OTHERMED","BIN_PAYOR","BIN_SAVERS","cluster","SCORE_LIFE","SCORE_MEDIC","SCORE_OTH"
"1573",2263,40,4,119.39325,29.58875,1.75,89.8045,0,0,0,40,0,0,19,2,0,17,16,0,19,2,40,16,19,0,4,4,1,1,2,3,5,1,1,3,1,3,1,4,2,2,4,1.5,2.5
"1574",2264,41,1,207.542682926829,45.0104878048781,2.97560975609756,162.532195121951,0,2,10,29,0,10,24,0,10,24,30,0,20,14,58,50,24,0,4,2,2,2,3,4,1,1,4,4,5,4,1,4,3,1,2.5,3.5,3
"1575",2266,16,2,221.845,111.48625,3.875,110.35875,0,1,0,15,0,0,3,0,0,3,4,0,3,0,6,4,3,0,2,3,2,1,5,2,1,1,1,1,1,2,1,2,1,4,1.5,1.25,1.25
"1576",2267,34,4,205.308235294118,26.7591176470588,1.55882352941176,178.549117647059,0,0,23,11,9,5,7,1,1,6,24,5,7,7,30,35,7,4,4,4,2,3,2,2,4,4,3,2,3,4,5,3,3,2,3,3.75,3
"1577",2268,77,15,440.984025974026,114.943116883117,4.19480519480519,326.040909090909,5,8,40,24,2,42,62,3,11,59,51,5,40,55,159,109,62,8,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4.5
"1578",2269,60,5,236.941333333334,75.348,1.15,161.593333333333,0,0,23,37,34,11,12,0,1,12,20,1,4,11,61,33,12,15,4,4,3,2,4,3,1,5,4,3,3,4,4,2,3,2,2,3.75,3.25
"1579",2271,30,6,317.649666666667,15.037,4.56666666666667,302.612666666667,2,2,19,7,2,21,30,0,8,30,22,2,17,25,74,53,30,2,3,4,4,4,2,4,1,3,5,4,4,4,4,4,4,2,2.5,4.25,3.75
"1580",2272,21,11,315.883333333333,44.6857142857143,4.80952380952381,271.197619047619,0,2,11,8,8,9,18,7,8,11,10,2,18,17,61,29,18,2,3,5,4,4,3,3,5,4,4,3,4,3,4,4,4,5,4,3.75,3.75
"1581",2273,50,23,449.505,29.5798,3.02,419.9252,6,4,23,17,0,31,46,0,2,39,17,7,24,25,95,57,39,8,4,5,5,5,2,5,1,1,5,5,3,3,5,5,4,5,3,4,3.75
"1582",2275,66,11,393.617272727273,97.1728787878788,4.39393939393939,296.444393939394,0,2,35,29,14,33,40,0,29,40,43,3,38,39,131,108,40,9,5,5,4,4,5,5,1,5,5,5,5,5,5,5,5,5,3,5,5
"1583",2276,16,13,373.051875,27.589375,4.25,345.4625,0,2,11,3,0,11,14,1,9,13,10,2,10,12,36,32,14,3,2,5,4,5,2,3,4,1,4,3,5,3,4,3,3,2,3.5,4,2.5
"1584",2277,218,1,183.949128440367,27.7283027522936,1.50917431192661,156.220825688073,0,6,144,68,44,12,44,9,0,35,159,5,42,44,174,176,44,22,5,2,2,2,2,4,5,5,4,5,1,5,5,5,5,1,4.5,3.75,5
"1585",2278,37,0,199.573513513514,28.9581081081081,3.32432432432432,170.615405405405,0,0,27,10,0,17,21,0,19,21,32,0,11,16,48,68,21,1,4,1,2,3,2,4,1,1,4,4,5,4,1,3,4,1,2.5,3.5,3
"1586",2279,11,0,131.699090909091,4.8,1.54545454545455,126.899090909091,0,0,11,0,3,0,3,0,1,3,10,0,0,2,8,11,3,0,2,1,1,2,1,2,1,4,1,1,3,3,1,1,2,3,1.5,2,2
"1587",2281,76,5,336.992631578947,90.8278947368421,3.32894736842105,246.164736842105,1,14,24,37,9,12,70,4,2,66,34,1,3,62,144,49,70,7,5,4,4,4,4,5,5,4,4,5,3,4,4,2,5,5,5,3.75,4
"1588",2283,24,1,644.35875,165.89625,1.70833333333333,478.4625,0,3,11,10,8,4,10,2,0,8,12,0,4,10,32,16,10,6,3,2,5,5,5,2,5,4,3,3,1,3,1,2,3,4,3.5,2,3
"1589",2284,64,10,215.55984375,40.83890625,1.59375,174.7209375,0,3,22,39,34,11,16,1,5,15,26,8,7,16,73,50,16,12,5,5,2,3,3,3,4,5,4,3,4,4,5,3,4,5,3.5,4.25,3.75
"1590",2285,61,10,207.808196721311,81.5937704918033,4,126.214426229508,0,4,22,35,0,4,56,0,8,56,42,20,9,43,108,74,56,2,4,5,2,2,4,5,1,1,3,5,4,5,5,3,5,5,3,4.25,3.5
"1591",2286,53,0,265.668679245283,38.1135849056604,3.86792452830189,227.555094339623,0,1,41,11,13,20,35,1,5,34,48,1,20,34,102,74,35,4,4,1,3,3,3,4,4,5,5,4,4,5,4,4,5,1,4,4.5,4.5
"1592",2287,58,3,185.713275862069,19.6844827586207,1.44827586206897,166.028793103448,1,2,51,4,4,8,12,0,6,11,52,0,11,8,35,66,11,7,4,3,2,2,2,3,1,4,3,3,4,5,1,3,3,1,2,3.25,3.25
"1593",2288,83,0,230.014939759036,35.0532530120482,5.13253012048193,194.961686746988,0,2,62,19,41,45,57,0,50,61,72,1,21,55,174,168,61,5,5,1,3,3,3,5,1,5,5,5,5,5,4,4,5,1,3,4.75,4.75
"1594",2289,40,0,205.289,43.779,2.575,161.51,0,6,5,29,1,11,29,0,0,29,18,0,15,11,56,29,29,2,4,1,2,2,3,4,1,3,4,4,1,3,1,4,3,1,2.5,2.25,3.5
"1595",2290,23,2,182.069565217391,64.115652173913,2.60869565217391,117.953913043478,2,0,5,16,1,14,19,0,0,18,7,0,9,4,33,21,18,0,3,3,2,1,4,3,1,3,4,3,1,2,1,3,2,2,2,2,2.75
"1596",2291,60,30,638.3735,478.824166666667,2.85,159.549333333333,4,3,17,36,22,24,31,0,0,31,27,5,19,31,103,56,31,3,4,5,5,2,5,4,1,5,5,4,1,4,5,4,5,5,2.5,3.75,4.5
"1597",2292,14,0,139.934285714286,29.075,2.64285714285714,110.859285714286,0,0,2,12,1,0,13,0,0,13,3,0,13,3,30,3,13,0,2,1,1,1,2,3,1,3,1,3,1,2,1,4,2,3,2,1.25,3
"1598",2294,41,2,170.175365853658,44.9919512195122,3.17073170731707,125.183414634146,0,1,15,25,11,12,34,0,1,34,24,0,9,19,73,37,34,0,4,3,2,2,3,4,1,4,4,4,3,4,1,3,4,1,2.5,3,3.75
"1599",2295,4,0,679.835,175.31,2.75,504.525,0,1,3,0,1,1,3,1,0,2,2,0,0,3,7,3,3,2,1,1,5,5,5,1,4,3,2,1,1,1,1,1,2,4,2.5,1.25,1.75
"1600",2297,22,2,327.932727272727,65.7254545454546,3.72727272727273,262.207272727273,1,2,10,9,8,11,14,1,0,13,8,1,14,14,50,20,14,2,3,3,4,4,4,3,4,4,4,3,1,2,4,4,3,2,3.5,2.75,3.5
"1601",2300,2,0,68.745,26.525,2.5,42.22,0,0,1,1,0,1,2,0,0,2,0,0,1,0,3,1,2,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1.25,1
"1602",2303,3,2,111.49,0,0,111.49,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1.25,1
"1603",2304,15,0,205.016,37.6673333333333,4.4,167.348666666667,0,0,11,4,2,8,8,0,6,8,14,1,8,8,26,29,8,0,2,1,2,2,3,2,1,3,3,2,4,3,4,3,3,1,1.5,3.5,2.75
"1604",2305,2,2,192.8,84,2.5,108.8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1605",2308,1,1,781.2,691.2,4,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1
"1606",2309,17,2,287.201176470588,43.3876470588235,1.94117647058824,243.813529411765,0,0,5,12,0,0,10,5,0,6,11,0,4,5,19,11,11,1,3,3,3,4,3,2,5,1,1,3,1,3,1,2,2,2,3.5,1.5,2
"1607",2310,1,0,31.8,0,0,31.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1.5
"1608",2311,1,0,282,12,6,270,0,0,0,1,0,1,1,0,0,1,1,0,1,1,3,2,1,0,1,1,3,4,1,1,1,1,2,1,1,1,1,1,1,3,1,1.25,1
"1609",2312,1,0,256.8,166.8,6,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1610",2314,6,0,534.328333333333,95.725,2.5,438.603333333333,0,2,4,0,0,1,4,1,0,3,4,1,1,4,9,6,4,2,2,1,5,5,4,2,4,1,2,2,1,2,4,1,2,4,3,2.25,1.5
"1611",2315,1,0,462,282,4,180,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,1,1,0,1,1,5,3,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1
"1612",2316,14,3,433.324285714286,110.775,2.21428571428571,322.549285714286,0,2,10,2,0,2,6,1,0,4,10,2,6,5,17,14,5,3,2,3,5,4,5,2,4,1,2,2,1,3,4,3,2,4,3,2.5,2
"1613",2319,5,0,88.66,0,0,88.66,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1.75
"1614",2322,3,0,122.206666666667,11.6766666666667,0.666666666666667,110.53,0,0,2,1,0,1,1,0,0,1,2,0,0,0,1,3,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1.25,1
"1615",2323,2,1,228,108,4,120,0,0,1,1,0,1,2,0,0,2,0,0,1,2,5,1,2,0,1,2,3,1,5,1,1,1,2,1,1,1,1,1,2,4,1,1.25,1.25
"1616",2325,8,2,243.04,2.60125,1,240.43875,0,1,1,6,0,1,6,0,0,7,0,0,1,1,8,1,7,1,2,3,3,4,1,2,1,1,2,2,1,1,1,1,1,4,1.5,1.25,1.25
"1617",2326,1,0,105.44,0,0,105.44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1618",2328,2,2,78.61,12.215,1,66.395,0,0,0,2,0,1,1,0,0,1,1,0,0,0,1,2,1,0,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1.25,1
"1619",2332,12,0,247.523333333333,69.2008333333333,4.5,178.3225,0,1,6,5,5,4,8,1,3,7,7,0,6,5,24,14,8,0,2,1,3,3,4,2,4,4,3,2,4,2,1,3,2,4,3,2.5,2.75
"1620",2335,43,1,222.767441860465,67.7558139534884,0.953488372093023,155.011627906977,0,0,13,30,30,3,6,0,0,8,13,1,0,8,44,17,8,29,4,2,2,2,4,2,1,5,2,2,1,3,4,1,3,1,1.5,2.5,2.75
"1621",2336,106,9,313.509716981132,35.5560377358491,3.69811320754717,277.953679245283,10,6,62,28,22,29,62,0,36,67,73,18,62,50,196,156,67,9,5,5,4,4,3,5,1,5,5,5,5,5,5,5,5,5,3,5,5
"1622",2337,73,4,146.008356164384,44.5001369863014,1.57534246575342,101.508219178082,0,0,26,47,42,11,21,0,0,21,31,1,11,21,95,43,21,7,5,4,1,1,3,4,1,5,4,4,1,4,4,3,4,2,2.5,3.25,4
"1623",2339,14,0,169.025714285714,53.03,1.42857142857143,115.995714285714,0,0,12,2,1,1,2,0,1,2,12,0,0,0,3,14,2,0,2,1,2,1,3,1,1,3,2,1,3,3,1,1,1,3,1,2.25,1.5
"1624",2340,56,0,210.335714285714,34.7357142857143,2,175.6,0,4,13,39,0,4,29,0,1,29,47,0,12,18,59,52,29,1,4,1,2,3,3,4,1,1,3,4,3,5,1,4,4,1,2.5,3,3.25
"1625",2342,19,3,306.142631578947,101.368947368421,5.15789473684211,204.773684210526,0,4,8,7,2,2,16,0,0,16,12,0,15,14,47,14,16,1,3,3,4,3,5,3,1,3,2,3,1,3,1,4,3,2,2,1.75,3.25
"1626",2344,17,2,464.237647058824,141.82,4.29411764705882,322.417647058824,1,3,11,2,0,9,13,0,6,12,10,0,12,11,36,25,12,5,3,3,5,4,5,3,1,1,4,3,4,3,1,4,3,2,2,3,2.75
"1627",2347,4,1,156.64,56.4,1.5,100.24,0,0,0,4,0,0,2,0,0,2,1,0,0,0,2,1,2,0,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1628",2349,6,0,118.45,13.65,1.33333333333333,104.8,0,0,1,5,0,0,2,0,1,2,5,0,2,1,5,6,2,0,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,3,1,1.75,1.25
"1629",2350,3,2,240.266666666667,93.6,4.66666666666667,146.666666666667,0,0,2,1,0,2,3,0,0,3,3,0,0,3,6,5,3,0,1,3,3,2,4,2,1,1,2,1,1,2,1,1,2,4,1.5,1.5,1.25
"1630",2351,13,1,546.487692307692,44.1338461538462,3.84615384615385,502.353846153846,1,1,11,0,0,7,8,0,3,8,11,2,6,8,22,23,8,6,2,2,5,5,3,2,1,1,3,2,4,3,4,3,3,4,1.5,3.5,2.25
"1631",2352,5,0,177.644,0,0,177.644,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,3,1,1.25,1
"1632",2354,1,1,240,0,5,240,0,0,1,0,0,1,1,0,0,1,1,0,1,1,3,2,1,0,1,2,3,4,1,1,1,1,2,1,1,1,1,1,1,3,1,1.25,1
"1633",2355,22,2,280.669090909091,86.0604545454545,2.40909090909091,194.608636363636,0,1,13,8,1,2,7,0,0,7,11,0,4,2,14,13,7,2,3,3,3,3,4,2,1,3,2,2,1,3,1,2,2,2,1.5,1.75,2.25
"1634",2357,19,7,370.137894736842,45.0505263157895,4.21052631578947,325.087368421053,2,1,13,3,1,11,12,0,7,12,14,3,9,11,33,35,12,5,3,4,4,4,3,3,1,3,4,3,4,3,5,3,3,2,2,4,3
"1635",2360,3,0,162.7,44.81,1.66666666666667,117.89,0,0,0,3,0,1,2,1,0,1,1,0,1,1,4,2,2,0,1,1,2,1,3,1,4,1,2,1,1,1,1,1,1,3,2.5,1.25,1
"1636",2365,12,4,388.833333333333,1.6,5.75,387.233333333333,0,1,11,0,0,11,12,0,7,12,11,0,11,12,35,29,12,2,2,4,4,5,1,3,1,1,4,3,4,3,1,3,3,2,2,3,2.5
"1637",2366,3,0,291.083333333333,90.89,3.33333333333333,200.193333333333,0,0,0,3,0,0,3,3,0,0,0,0,3,3,9,0,3,0,1,1,3,3,4,1,5,1,1,1,1,1,1,2,2,4,3,1,1.5
"1638",2367,6,0,126.248333333333,9.805,1.16666666666667,116.443333333333,0,1,0,5,0,2,5,0,0,5,1,0,0,0,5,3,5,0,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,3,1.5,1.25,1.25
"1639",2374,1,1,288.8,0,3,288.8,0,1,0,0,0,0,1,0,0,1,0,0,1,1,3,0,1,0,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1640",2375,5,0,241.334,32.826,1.2,208.508,0,0,4,1,1,1,1,0,1,1,4,0,0,0,2,6,1,1,1,1,3,3,2,1,1,3,2,1,3,2,1,1,1,3,1,2,1.5
"1641",2380,1,1,402,12,7,390,0,0,1,0,0,1,1,0,0,1,1,0,1,1,3,2,1,0,1,2,4,5,1,1,1,1,2,1,1,1,1,1,1,4,1,1.25,1
"1642",2382,8,0,237.8575,16.00625,5.25,221.85125,0,0,6,2,5,3,6,0,6,6,7,0,5,5,21,16,6,0,2,1,3,3,2,2,1,4,2,2,4,2,1,2,2,4,1.5,2.25,2.5
"1643",2385,21,1,546.822380952381,197.357619047619,2,349.464761904762,2,0,19,0,0,6,8,0,0,8,15,5,0,8,16,26,8,7,3,2,5,5,5,2,1,1,3,2,1,3,5,1,3,4,1.5,3,1.75
"1644",2386,1,0,91.45,0,0,91.45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1645",2387,20,1,179.2975,32.1935,1.2,147.104,0,0,20,0,0,0,0,0,0,0,20,4,0,0,0,24,0,4,3,2,2,2,2,1,1,1,1,1,1,4,5,1,1,3,1,2.75,1
"1646",2394,1,1,192.2,24.3,1,167.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1647",2396,2,2,110.485,28.475,3,82.01,0,0,1,1,1,0,1,0,1,1,1,0,1,0,3,2,1,0,1,3,1,1,2,1,1,3,1,1,3,1,1,1,1,3,1,1.5,1.5
"1648",2397,5,0,102.438,3.374,0.8,99.064,0,0,1,4,0,0,2,0,0,2,3,0,2,0,4,3,2,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1.25,1.25
"1649",2398,7,1,267.095714285714,135.318571428571,3,131.777142857143,0,0,0,7,0,1,3,1,0,2,1,0,0,1,4,2,3,0,2,2,3,2,5,1,4,1,2,1,1,1,1,1,1,4,2.5,1.25,1
"1650",2401,4,2,335,0,7.5,335,0,0,4,0,4,4,4,0,3,4,4,0,4,4,16,11,4,0,1,3,4,5,1,2,1,4,3,2,4,2,1,2,2,4,1.5,2.5,2.5
"1651",2402,21,2,124.139047619048,19.9604761904762,0.80952380952381,104.178571428571,0,1,0,20,0,5,8,1,0,7,12,0,0,1,9,17,8,0,3,3,1,1,2,2,4,1,3,2,1,3,1,1,1,2,3,2,1.25
"1652",2403,4,1,124.0125,44.8525,2.25,79.16,0,0,0,4,0,0,2,0,0,2,1,0,2,0,4,1,2,0,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,3,1,1,1.25
"1653",2405,5,1,308.3,76.25,4.2,232.05,0,0,1,4,1,1,5,4,0,1,1,0,5,5,16,2,5,0,1,2,4,3,4,1,5,3,2,2,1,1,1,2,2,4,3,1.25,2.25
"1654",2407,3,1,1000,0,3,1000,0,3,0,0,0,0,3,0,0,3,0,0,3,3,9,0,3,2,1,2,5,5,1,2,1,1,1,1,1,1,1,2,2,4,1.5,1,1.5
"1655",2409,23,1,301.599565217391,28.7704347826087,1.47826086956522,272.829130434783,0,2,20,1,0,0,3,0,0,3,20,8,0,3,6,28,3,7,3,2,4,4,2,2,1,1,1,1,1,4,5,1,2,4,1.5,2.75,1.25
"1656",2411,26,4,411.452307692308,130.516153846154,2.84615384615385,280.936153846154,0,3,6,17,1,2,23,0,4,23,12,0,4,12,40,18,23,2,3,4,5,4,5,4,1,3,2,4,4,3,1,2,3,2,2.5,2.5,3
"1657",2412,12,0,1391.01333333333,612.765833333333,3.16666666666667,778.2475,4,0,6,2,2,4,6,0,0,6,6,6,4,6,18,16,6,8,2,1,5,5,5,2,1,3,3,2,1,2,5,2,2,4,1.5,2.75,2.25
"1658",2415,7,0,124.974285714286,1.05285714285714,0.285714285714286,123.921428571429,0,0,6,1,0,0,1,0,0,1,6,0,1,0,2,6,1,0,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1.25,1
"1659",2417,2,0,167.455,70.2,3,97.255,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1660",2422,1,0,91.45,0,0,91.45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1661",2423,2,0,89.495,10.26,1,79.235,0,0,0,2,0,1,1,0,0,1,1,0,0,0,1,2,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1.25,1
"1662",2425,2,0,320.6,300.6,6,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1
"1663",2427,7,2,141.614285714286,0,0,141.614285714286,0,0,0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,5,2,3,1,2,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1.75
"1664",2428,17,6,145.311764705882,12.61,1.29411764705882,132.701764705882,0,2,5,10,10,2,4,0,1,4,4,1,2,4,20,8,4,1,3,4,1,2,1,2,1,4,2,2,3,2,4,2,2,2,1.5,2.75,2.5
"1665",2430,3,1,147.163333333333,10.9133333333333,3,136.25,0,0,2,1,0,1,2,0,0,2,2,1,1,1,4,4,2,0,1,2,1,2,1,1,1,1,2,1,1,1,4,1,1,3,1,2,1
"1666",2435,1,0,284.9,0,1,284.9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1667",2441,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1668",2445,4,1,108.74,29.47,1,79.27,0,0,2,2,0,0,2,0,0,2,2,0,0,0,2,2,2,0,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1669",2446,2,0,94.85,0,0.5,94.85,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1670",2448,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1671",2450,2,0,87.69,0,0,87.69,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1672",2451,3,0,46.98,0,1,46.98,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1.5,1,1
"1673",2453,151,19,184.430662251656,50.3102649006622,3.27814569536424,134.120397350993,3,15,42,91,0,43,144,0,7,144,57,0,94,53,291,107,144,5,5,5,2,2,3,5,1,1,5,5,4,5,1,5,5,5,3,3.75,4
"1674",2454,67,0,345.57776119403,21.934328358209,4.55223880597015,323.643432835821,2,2,49,14,4,45,53,0,36,54,59,5,42,54,153,145,54,6,5,1,4,4,2,5,1,4,5,5,5,5,5,5,5,1,3,5,4.75
"1675",2455,10,0,251.775,93.586,5.7,158.189,0,0,7,3,1,3,8,0,6,8,8,0,7,7,23,17,8,0,2,1,3,2,4,2,1,3,2,2,4,2,1,3,3,4,1.5,2.25,2.75
"1676",2457,76,13,198.890921052632,58.8990789473684,3.47368421052632,139.991842105263,0,7,20,49,2,24,58,0,9,58,35,0,36,28,124,68,58,4,5,5,2,2,4,5,1,3,5,5,5,4,1,5,4,5,3,3.75,4.25
"1677",2458,1,1,324,0,6,324,0,0,1,0,0,1,1,0,1,1,1,0,1,1,3,3,1,0,1,2,4,4,1,1,1,1,2,1,3,1,1,1,1,4,1,1.75,1
"1678",2460,79,3,546.855063291139,226.221392405063,2.44303797468354,320.633670886076,3,9,54,13,0,19,40,1,1,39,57,10,18,33,91,87,40,16,5,3,5,4,5,5,4,1,5,5,3,5,5,4,5,5,4.5,4.5,3.75
"1679",2461,128,28,238.264140625,74.983984375,2.9453125,163.28015625,0,5,67,56,40,38,63,2,33,62,70,4,47,57,207,145,64,22,5,5,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1680",2462,141,15,164.018156028369,52.9758156028369,2.9645390070922,111.042340425532,0,6,45,90,82,44,60,6,34,52,56,1,56,55,253,135,58,8,5,5,2,1,3,5,5,5,5,5,5,5,4,5,5,5,5,4.75,5
"1681",2463,150,36,404.827333333333,78.5194666666666,2.75333333333333,326.307866666667,1,17,56,76,61,41,80,7,4,72,71,6,66,78,285,122,79,44,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4.75,5
"1682",2464,56,24,494.219464285714,296.570178571429,3.58928571428571,197.649285714286,0,6,12,38,0,5,33,0,7,33,36,0,30,22,85,48,33,3,4,5,5,3,5,4,1,1,3,4,4,5,1,5,4,2,2.5,3.25,3.5
"1683",2465,28,9,214.696785714286,38.7185714285714,3.57142857142857,175.978214285714,0,4,7,17,3,8,19,0,0,19,20,0,15,12,49,28,19,1,3,5,2,3,3,4,1,4,3,3,1,4,1,4,3,2,2.5,2.25,3.5
"1684",2467,8,2,418.37125,113.03875,2.875,305.3325,0,2,1,5,0,0,8,3,0,5,1,0,6,4,18,1,8,0,2,3,5,4,5,2,5,1,1,2,1,1,1,3,2,4,3.5,1,2
"1685",2468,22,3,234.111818181818,126.688181818182,3.95454545454545,107.423636363636,0,3,0,19,0,0,5,0,0,5,4,0,5,0,10,4,5,0,3,3,3,1,5,2,1,1,1,2,1,2,1,2,1,4,1.5,1.25,1.5
"1686",2470,58,6,256.500689655172,102.559137931034,5.93103448275862,153.941551724138,0,1,46,11,18,24,43,2,34,41,49,8,43,40,144,115,43,6,4,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1687",2471,36,10,295.639722222222,176.141111111111,5.44444444444444,119.498611111111,1,4,0,31,1,2,7,1,0,6,0,0,6,2,16,2,7,0,4,5,4,1,5,2,4,3,2,2,1,1,1,3,2,2,3,1.25,2.5
"1688",2473,112,9,505.530089285714,171.456875,3.75892857142857,334.073214285714,5,17,46,44,15,38,80,7,34,76,65,4,62,78,235,141,83,18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1689",2474,67,0,211.676119402985,49.2755223880597,3.82089552238806,162.400597014925,0,0,53,14,20,31,33,1,29,32,56,0,30,31,114,116,33,5,5,1,2,2,3,4,4,5,5,4,5,5,1,5,5,1,4,4,4.75
"1690",2475,69,4,229.50652173913,102.346811594203,4.36231884057971,127.159710144928,4,0,34,31,11,21,64,0,1,64,49,0,3,51,129,71,64,4,5,4,3,2,5,5,1,4,5,5,3,5,1,2,5,5,3,3.5,4
"1691",2476,122,12,301.69024590164,30.5635245901639,3.60655737704918,271.126721311475,3,9,75,35,29,48,86,6,1,82,77,3,67,87,269,129,88,14,5,5,4,4,2,5,5,5,5,5,3,5,5,5,5,5,5,4.5,5
"1692",2479,10,2,272.121,78.773,5.5,193.348,0,0,5,5,3,1,9,2,2,8,8,0,9,10,31,11,10,0,2,3,3,3,4,2,5,4,2,2,3,2,1,3,3,2,3.5,2,3
"1693",2480,9,0,212.484444444444,0,0.777777777777778,212.484444444444,0,1,8,0,0,0,2,0,0,2,8,1,1,2,5,9,2,1,2,1,2,3,1,1,1,1,1,1,1,2,4,1,2,3,1,2,1.25
"1694",2482,5,1,304.384,126.734,6.2,177.65,0,0,2,3,0,5,4,0,3,4,4,0,4,4,12,12,4,0,1,2,4,3,5,2,1,1,3,2,4,2,1,2,2,4,1.5,2.5,1.75
"1695",2484,74,1,361.077567567568,23.0617567567568,5.52702702702703,338.015810810811,2,0,63,9,7,62,64,0,59,61,68,2,47,61,179,191,61,2,5,2,4,5,2,5,1,4,5,5,5,5,4,5,5,1,3,4.75,4.75
"1696",2485,40,1,238.868,26.76925,2.7,212.09875,0,0,31,9,0,3,24,0,14,24,36,1,13,17,54,54,24,1,4,2,3,3,2,4,1,1,2,4,5,5,4,4,4,1,2.5,4,3.25
