"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_NA"
"1962",2871,26,1,144.209230769231,29.2403846153846,0.923076923076923,114.968846153846,0,0,19,7,5,1,4,0,0,25,1,4,6,0
"1963",2874,3,0,100.323333333333,1.97666666666667,0.666666666666667,98.3466666666666,0,0,0,3,0,0,1,0,0,2,0,1,0,0
"1964",2879,15,4,370.864666666667,112.475333333333,0.933333333333333,258.389333333333,1,3,1,10,10,1,4,3,0,2,0,4,4,0
"1965",2880,8,2,306.325,72.5625,4.5,233.7625,0,1,6,1,2,1,6,0,0,11,0,1,4,0
"1966",2881,37,2,185.126216216216,5.43702702702703,0.135135135135135,179.689189189189,0,0,5,32,32,0,0,0,0,10,0,0,0,0
"1967",2884,73,3,114.194520547945,27.5191780821918,2.84931506849315,86.6753424657534,0,2,14,57,26,5,66,0,3,28,0,48,19,0
"1968",2886,80,19,159.680125,27.23,1.6875,132.450125,0,2,32,46,0,3,46,3,3,56,5,27,14,0
"1969",2887,79,6,461.080253164557,189.424050632911,1.79746835443038,271.656202531646,1,3,27,48,39,13,27,1,5,38,1,20,48,0
"1970",2888,87,21,351.693218390805,28.1696551724138,2.59770114942529,323.523563218391,0,3,45,39,8,39,58,15,20,53,0,29,48,0
"1971",2889,60,6,827.819,181.612166666667,4.36666666666667,646.206833333333,11,11,30,8,6,39,50,0,14,33,4,46,78,0
"1972",2890,20,10,151.357,24.0915,2.25,127.2655,0,0,6,14,2,7,16,0,2,10,3,3,6,0
"1973",2891,39,22,1319.22615384615,492.751794871795,4.82051282051282,826.474358974359,4,8,10,17,17,17,34,2,0,17,1,23,29,0
"1974",2892,4,2,812.7775,345.145,3.5,467.6325,0,2,1,1,0,1,4,0,0,1,0,2,6,0
"1975",2895,29,9,147.018620689655,21.0631034482759,1.79310344827586,125.955517241379,0,1,19,9,1,3,18,0,1,19,0,5,9,0
"1976",2896,37,0,128.515405405405,27.7367567567568,1.89189189189189,100.778648648649,0,0,24,13,20,0,13,0,12,34,0,15,0,0
"1977",2897,48,4,240.051666666667,85.3691666666667,3,154.6825,0,2,11,35,2,9,31,2,0,47,0,29,23,0
"1978",2898,7,3,111.994285714286,22.2228571428571,1.42857142857143,89.7714285714286,0,0,0,7,0,0,3,0,0,3,0,2,0,0
"1979",2899,20,0,523.475,125.94,5,397.535,1,3,8,8,2,10,17,0,13,13,1,23,22,0
"1980",2900,14,0,133.538571428571,35.9085714285714,2.42857142857143,97.63,0,0,3,11,0,1,9,0,1,10,0,6,3,0
"1981",2901,259,3,75.859536679537,6.05559845559846,0.324324324324324,69.8039382239386,1,2,11,245,243,18,14,0,4,14,1,13,21,0
"1982",2902,21,8,349.068095238095,89.39,2.80952380952381,259.678095238095,1,1,12,7,4,10,11,1,0,15,6,9,11,0
"1983",2904,20,7,236.5815,80.467,2.2,156.1145,0,2,0,18,0,0,3,0,0,10,0,1,0,0
"1984",2905,47,8,336.185957446809,67.9391489361702,3.02127659574468,268.246808510638,0,8,39,0,12,3,19,0,11,67,13,15,30,0
"1985",2906,3,3,203.836666666667,12.02,1.33333333333333,191.816666666667,0,2,0,1,0,0,2,0,0,1,0,2,0,0
"1986",2907,6,0,624.913333333333,137.523333333333,2.33333333333333,487.39,0,2,0,4,0,0,5,0,0,0,0,1,0,0
"1987",2908,32,7,396.264375,46.71625,4.65625,349.548125,6,3,14,9,0,20,30,1,10,22,4,31,34,0
"1988",2910,33,3,373.031515151515,17.8454545454545,2.54545454545455,355.186060606061,0,20,1,12,0,0,33,0,0,1,0,21,27,0
"1989",2911,68,5,174.853676470588,9.84352941176471,1.89705882352941,165.010147058824,0,1,16,51,34,30,32,2,8,16,3,21,21,0
"1990",2913,35,2,213.561428571429,57.656,2.97142857142857,155.905428571429,0,1,17,17,10,6,20,0,11,28,0,9,35,0
"1991",2914,9,1,97.4233333333333,12.69,2,84.7333333333333,0,0,0,9,0,0,9,0,0,0,0,9,0,0
"1992",2915,68,4,267.756470588235,54.8839705882353,2.08823529411765,212.8725,0,7,36,25,22,16,28,2,0,51,0,19,36,0
"1993",2916,73,3,317.029178082192,129.965342465753,6.71232876712329,187.063835616438,0,3,48,22,117,63,73,4,45,66,3,34,102,0
"1994",2918,16,2,1919.78,413.36125,3,1506.41875,0,3,8,5,0,7,13,0,1,10,0,8,12,0
"1995",2919,35,0,156.126,39.2608571428571,2.17142857142857,116.865142857143,0,0,13,22,18,8,12,1,4,20,1,13,23,0
"1996",2921,19,4,353.474210526316,87.0968421052631,3.68421052631579,266.377368421053,2,2,7,8,4,9,15,0,1,10,0,8,22,0
"1997",2922,98,14,555.365306122449,190.388673469388,3.35714285714286,364.976632653061,14,4,45,35,19,39,62,1,0,85,18,28,87,0
"1998",2923,15,1,273.072666666667,85.0146666666667,2.26666666666667,188.058,0,0,0,15,0,2,11,4,0,3,0,11,4,0
"1999",2924,27,7,249.948518518519,12.9307407407407,2.92592592592593,237.017777777778,0,0,14,13,8,22,11,0,1,26,2,13,11,0
"2000",2926,24,4,286.565833333333,43.1054166666667,3.95833333333333,243.460416666667,0,0,15,9,0,16,21,7,0,13,0,20,21,0
"2001",2927,4,0,235.6825,21,1.75,214.6825,0,0,2,2,0,2,2,0,0,3,0,1,1,0
"2002",2929,4,0,271.79,91.905,4,179.885,0,3,0,1,3,0,3,0,0,0,0,3,3,0
"2003",2930,5,3,378.386,0,2.6,378.386,1,1,1,2,0,2,2,0,0,0,1,1,2,0
"2004",2931,4,2,300.0425,93.6,5,206.4425,0,0,2,2,2,2,2,0,2,3,0,2,2,0
"2005",2932,2,0,174.125,83.4,3,90.725,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"2006",2933,34,4,305.872058823529,46.1317647058823,3.91176470588235,259.740294117647,2,6,12,14,6,17,30,1,1,29,0,22,14,0
"2007",2938,1,0,192,12,4,180,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"2008",2939,19,1,176.763157894737,56.3226315789474,3.36842105263158,120.440526315789,0,2,5,12,4,8,15,0,0,19,0,3,8,0
"2009",2941,24,0,293.646666666667,62.6345833333333,1.79166666666667,231.012083333333,0,1,20,3,0,10,11,2,0,24,3,2,7,0
"2010",2943,3,1,304.716666666667,51.8533333333333,2.33333333333333,252.863333333333,0,1,1,1,0,0,2,0,0,2,1,2,1,0
"2011",2944,5,0,129.952,0,0,129.952,0,0,0,5,0,0,0,0,0,5,0,0,0,0
"2012",2947,2,0,86.315,2.905,1,83.41,0,0,0,2,0,0,1,0,0,1,0,1,0,0
"2013",2948,2,0,266.65,138.7,2.5,127.95,1,0,0,1,0,2,2,0,0,0,0,1,0,0
"2014",2950,3,0,331.433333333333,16.8,4,314.633333333333,0,1,1,1,0,0,3,0,1,1,0,3,4,0
"2015",2952,1,0,36.11,0,0,36.11,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2016",2953,6,1,633.401666666667,63.7616666666667,2.16666666666667,569.64,0,2,0,4,0,0,4,0,0,4,0,3,4,0
"2017",2954,27,0,185.726296296296,59.2377777777778,2.7037037037037,126.488518518519,0,1,7,19,0,1,16,0,0,33,0,9,13,0
"2018",2956,15,0,226.894666666667,28.2726666666667,1.26666666666667,198.622,0,0,14,1,0,1,2,0,0,23,1,1,2,0
"2019",2957,35,0,310.999714285714,9.55828571428571,5.2,301.441428571429,0,0,23,12,33,22,28,0,3,37,0,36,29,0
"2020",2958,34,1,180.475,56.31,5.67647058823529,124.165,0,0,24,10,52,10,22,0,22,39,5,19,36,0
"2021",2959,32,4,269.68125,57.686875,3.40625,211.994375,0,4,22,6,2,9,17,0,3,44,5,19,26,0
"2022",2964,2,0,204.95,39.6,3.5,165.35,0,0,1,1,0,1,1,0,0,2,0,2,2,0
"2023",2965,1,0,93.23,0,0,93.23,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2024",2966,5,0,52.388,0,0,52.388,0,0,0,5,5,0,0,0,0,0,0,0,0,0
"2025",2967,2,0,300,0,5,300,0,0,2,0,0,2,2,0,0,2,0,2,2,0
"2026",2970,49,6,225.220612244898,40.0714285714286,1.81632653061224,185.149183673469,0,2,33,14,10,7,18,2,4,62,0,9,4,0
"2027",2973,2,0,295,0,8.5,295,0,0,2,0,4,3,2,0,2,2,0,2,2,0
"2028",2975,15,1,204.645333333333,20.5833333333333,2.73333333333333,184.062,0,0,13,2,3,6,5,1,4,24,0,5,4,0
"2029",2977,1,0,320.4,200.4,5,120,0,0,0,1,0,0,1,0,0,2,0,1,1,0
"2030",2978,2,0,274.61,150,3.5,124.61,0,0,2,0,2,1,1,0,0,2,0,0,2,0
"2031",2979,2,1,324,69,8,255,0,0,1,1,0,3,2,0,2,2,0,3,4,0
"2032",2983,2,0,69.43,0,1,69.43,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"2033",2985,4,0,415.5,0,5,415.5,1,1,1,1,0,3,4,0,0,1,2,7,3,0
"2034",2986,6,0,173.653333333333,27,2.33333333333333,146.653333333333,0,0,1,5,2,2,2,0,1,6,0,2,2,0
"2035",2989,1,0,172.26,0,0,172.26,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2036",2990,1,1,126.74,10.54,2,116.2,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2037",2991,18,4,301.910555555556,108.649444444444,0.388888888888889,193.261111111111,2,0,0,16,16,2,2,0,0,0,0,1,2,0
"2038",2994,1,1,110.18,7.66,2,102.52,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2039",2995,3,0,74.01,13.7766666666667,1.33333333333333,60.2333333333333,0,0,0,3,0,2,2,0,0,1,0,0,0,0
"2040",3000,19,0,110.149473684211,12.1263157894737,1.63157894736842,98.0231578947368,0,0,1,18,0,0,16,0,0,9,0,5,3,0
"2041",3001,10,0,230.284,63.389,4.2,166.895,0,1,2,7,0,1,9,0,0,13,0,11,7,0
"2042",3004,13,4,370.492307692308,0,5.15384615384615,370.492307692308,0,0,5,8,0,10,13,0,11,11,0,11,11,0
"2043",3005,18,0,257.127222222222,91.8511111111111,4.22222222222222,165.276111111111,0,0,4,14,0,1,15,1,2,18,0,11,11,0
"2044",3006,3,1,49.17,0,0,49.17,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"2045",3008,1,0,240,24,6,216,0,0,1,0,0,1,1,0,1,1,0,0,1,0
"2046",3010,1,0,143.08,14.78,2,128.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2047",3012,4,0,212.5,0,5.5,212.5,0,0,2,2,0,4,4,0,2,4,0,4,4,0
"2048",3014,1,0,95.8,46.5,3,49.3,0,0,1,0,0,2,1,0,0,0,0,0,0,0
"2049",3018,1,0,192.3,39.7,2,152.6,0,0,1,0,0,0,0,0,0,2,1,0,0,0
"2050",3019,4,0,68.15,0,0,68.15,0,0,0,4,4,0,0,0,0,0,0,0,0,0
"2051",3020,10,0,69.82,0,0,69.82,0,0,0,10,10,0,0,0,0,0,0,0,0,0
"2052",3023,9,1,154.622222222222,0,0,154.622222222222,0,0,0,9,9,0,0,0,0,0,0,0,0,0
"2053",3024,20,0,57.33,0,0,57.33,0,0,0,20,20,0,0,0,0,0,0,0,0,0
"2054",3025,1,0,374.4,284.4,5,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2055",3026,8,5,170.92375,62.95,2.125,107.97375,0,0,0,8,0,0,0,0,0,5,0,0,0,0
"2056",3028,2,0,784.48,493.455,4,291.025,1,0,0,1,0,1,1,0,0,0,0,1,0,0
"2057",3030,1,0,151.49,28.5,2,122.99,0,0,1,0,0,0,0,0,0,2,1,0,0,0
"2058",3032,14,0,70.7671428571429,0,0.857142857142857,70.7671428571429,0,0,0,14,0,0,12,0,0,2,0,0,0,0
"2059",3034,2,1,552.795,184.355,3,368.44,0,0,0,2,0,0,2,2,0,0,0,2,2,0
"2060",3036,38,6,118.747368421053,0,0,118.747368421053,0,0,0,38,38,0,0,0,0,0,0,0,0,0
"2061",3039,2,0,95.845,11.385,1,84.46,0,0,2,0,0,0,0,0,0,4,0,0,0,0
"2062",3040,1,0,389.52,0,1,389.52,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2063",3050,2,1,280,0,4,280,0,0,2,0,0,2,2,0,0,2,0,0,2,0
"2064",3053,1,0,388.8,208.8,5,180,0,0,1,0,0,0,1,0,0,1,0,1,2,0
"2065",3055,1,1,360,0,9,360,0,0,1,0,2,1,2,0,1,1,0,1,1,0
"2066",3056,6,0,194.191666666667,41.0083333333333,1,153.183333333333,0,0,6,0,0,0,0,0,0,12,0,0,0,0
"2067",3060,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2068",3061,1,1,240,0,4,240,0,0,1,0,0,0,1,0,0,1,0,1,1,0
"2069",3062,2,0,195.355,21,1,174.355,0,0,2,0,0,0,0,0,0,4,0,0,0,0
"2070",3064,1,0,115.1,16,1,99.1,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"2071",3069,2,1,61.335,0,0.5,61.335,0,0,0,2,0,0,1,0,0,1,0,0,0,0
"2072",3071,1,0,112.75,0,0,112.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2073",3073,1,0,103.46,0,0,103.46,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2074",3074,142,12,291.99985915493,10.0784507042254,3.23239436619718,281.921408450704,0,12,104,26,60,18,97,1,1,139,0,87,99,0
"2075",3075,95,3,279.394631578947,77.2125263157895,2.15789473684211,202.182105263158,0,4,53,38,1,36,49,5,19,90,11,17,19,0
"2076",3076,54,2,138.122962962963,19.9312962962963,1.46296296296296,118.191666666667,0,1,8,45,0,5,24,0,2,42,0,14,8,0
"2077",3077,66,32,282.358636363636,69.5954545454546,3.24242424242424,212.763181818182,6,12,11,37,11,26,58,4,7,29,0,32,25,0
"2078",3078,180,32,311.981277777778,61.7113888888889,3.75555555555556,250.269888888889,9,18,62,91,36,119,128,7,17,99,8,126,159,0
"2079",3079,127,11,261.946850393701,30.0289763779528,1.52755905511811,231.917874015748,0,10,52,65,78,13,33,0,14,84,21,14,32,0
"2080",3080,62,4,262.636935483871,26.5287096774194,1.51612903225806,236.108225806452,0,7,18,37,30,10,25,0,4,26,6,4,25,0
"2081",3083,219,10,294.313470319635,15.0233789954338,3.19634703196347,279.290091324201,0,6,113,100,60,132,152,2,42,147,3,72,157,0
"2082",3084,108,40,329.610370370371,67.0105555555556,2.64814814814815,262.599814814815,1,7,66,34,35,53,60,9,7,82,7,22,58,0
"2083",3085,46,0,241.985652173913,78.2280434782609,4.17391304347826,163.757608695652,2,2,10,32,10,24,40,0,0,37,0,26,18,0
"2084",3086,154,13,268.911298701299,27.4421428571429,3.75324675324675,241.469155844156,0,11,92,51,24,82,101,0,42,165,5,82,116,0
"2085",3087,30,10,151.108,38.7876666666667,3.46666666666667,112.320333333333,0,0,7,23,2,10,19,0,0,11,0,16,7,0
"2086",3088,79,1,471.937974683544,62.6989873417721,3.15189873417722,409.238987341772,1,9,50,19,0,20,72,5,2,56,3,15,88,0
"2087",3090,80,15,232.6925,27.191125,2.525,205.501375,0,8,45,27,24,20,46,4,21,69,1,29,25,0
"2088",3092,125,29,167.69112,25.3544,2.656,142.33672,0,0,99,26,58,54,46,1,36,135,4,17,13,0
"2089",3094,94,22,281.619680851064,45.0992553191489,2.87234042553191,236.520425531915,2,5,65,22,29,32,42,1,23,93,7,45,28,0
"2090",3096,15,1,405.34,88.626,4.86666666666667,316.714,0,1,11,3,10,15,14,2,2,12,2,1,17,0
"2091",3097,35,29,129.24,31.9282857142857,1.94285714285714,97.3117142857143,0,0,0,35,0,5,15,0,0,14,0,11,0,0
"2092",3098,46,11,1299.77326086957,1013.48608695652,3.43478260869565,286.287173913044,0,3,18,25,16,21,36,3,0,42,0,9,27,0
"2093",3099,77,18,188.599090909091,64.5954545454545,3.84415584415584,124.003636363636,0,3,34,40,7,15,68,0,11,75,0,16,44,0
"2094",3100,187,62,816.556417112299,246.741871657754,4.21390374331551,569.814545454546,23,16,102,46,69,106,132,0,61,150,34,106,193,0
"2095",3101,40,7,390.0455,35.39275,2.625,354.65275,1,1,21,17,11,19,20,1,1,29,6,13,24,0
"2096",3102,46,13,533.712173913043,105.170869565217,3.89130434782609,428.541304347826,1,11,25,9,0,45,42,0,4,22,3,25,46,0
"2097",3103,29,3,123.484827586207,13.7834482758621,1.03448275862069,109.701379310345,0,0,5,24,0,5,11,0,0,15,0,3,0,0
"2098",3105,13,1,253.938461538462,34.2461538461538,5.38461538461539,219.692307692308,0,1,10,2,8,2,13,1,9,11,0,11,16,0
"2099",3108,41,5,206.177804878049,62.800243902439,3.26829268292683,143.37756097561,0,6,7,28,1,10,33,0,3,15,0,20,16,0
"2100",3109,31,0,171.125483870968,53.458064516129,3.45161290322581,117.667419354839,0,0,18,13,12,16,16,0,12,19,0,15,31,0
"2101",3110,46,1,367.360217391304,64.0026086956522,4.06521739130435,303.357608695652,1,2,25,18,12,25,36,0,13,40,0,25,42,0
"2102",3111,20,3,421.6955,56.663,4.45,365.0325,1,2,12,5,13,9,16,1,0,18,0,17,18,0
"2103",3112,19,7,448.715789473684,15.9736842105263,5.26315789473684,432.742105263158,0,1,13,5,0,19,16,0,11,18,1,14,21,0
"2104",3113,36,10,823.145833333333,214.5625,2.88888888888889,608.583333333333,0,6,9,21,7,13,26,9,3,15,0,22,27,0
"2105",3114,104,18,336.896538461539,45.6713461538462,3.00961538461538,291.225192307692,8,3,37,56,44,49,66,8,21,41,11,55,64,0
"2106",3115,28,2,289.524642857143,12.7917857142857,3.96428571428571,276.732857142857,1,1,24,2,10,15,17,0,7,35,1,20,17,0
"2107",3116,12,0,139.206666666667,5.64166666666667,0.583333333333333,133.565,0,0,1,11,0,2,3,0,0,10,0,1,0,0
"2108",3117,51,4,48.4305882352941,1.56745098039216,0.137254901960784,46.8631372549019,0,0,5,46,46,0,0,0,0,9,2,0,0,0
"2109",3118,46,1,91.9315217391304,18.6552173913043,1.10869565217391,73.2763043478261,0,0,12,34,33,10,7,1,3,18,1,7,11,0
"2110",3122,62,16,544.032096774194,88.4522580645161,2.61290322580645,455.579838709678,0,26,13,23,7,11,59,0,7,11,0,23,43,0
"2111",3123,14,0,488.729285714286,82.19,4.42857142857143,406.539285714286,0,0,13,1,4,7,9,0,0,19,4,9,15,0
"2112",3125,32,4,1666.0903125,447.4834375,2.21875,1218.606875,1,8,8,15,10,7,17,3,3,14,0,10,21,0
"2113",3126,4,3,327.26,10.2,2.75,317.06,0,0,3,1,0,2,2,0,0,3,1,2,3,0
"2114",3127,28,0,190.146071428571,23.1610714285714,1.85714285714286,166.985,0,0,22,6,0,1,11,0,2,35,4,10,7,0
"2115",3128,59,2,255.914745762712,34.241186440678,1.89830508474576,221.673559322034,0,2,25,32,25,15,15,0,7,47,6,20,21,0
"2116",3130,47,10,279.926170212766,27.2495744680851,4.08510638297872,252.676595744681,2,2,33,10,7,20,34,0,17,49,2,38,38,0
"2117",3131,18,1,329.446666666667,96.0172222222222,4,233.429444444444,1,0,5,12,0,9,15,0,2,16,1,13,12,0
"2118",3132,51,10,1584.00235294118,1121.4537254902,1.7843137254902,462.548627450981,2,6,13,30,0,14,37,9,0,7,1,9,29,0
"2119",3133,22,6,234.659090909091,72.2086363636364,3.04545454545455,162.450454545455,1,1,4,16,0,3,17,0,0,24,0,11,13,0
"2120",3134,3,0,136.253333333333,51.3066666666667,2.33333333333333,84.9466666666667,0,0,0,3,0,0,1,0,0,1,0,1,0,0
"2121",3135,9,0,263.708888888889,96.4311111111111,6.11111111111111,167.277777777778,0,1,5,3,0,4,10,0,5,10,0,12,8,0
"2122",3136,3,0,314.056666666667,100.54,3,213.516666666667,0,0,0,3,0,0,3,3,0,0,0,3,3,0
"2123",3137,23,13,274.49,3.82652173913043,3.21739130434783,270.66347826087,0,4,12,7,2,11,18,0,0,14,0,17,16,0
"2124",3140,9,1,115.845555555556,18.4366666666667,2.55555555555556,97.4088888888889,0,0,6,3,0,0,6,0,0,8,0,6,6,0
"2125",3141,24,3,263.97625,13.2883333333333,1.625,250.687916666667,0,4,7,13,0,3,15,0,2,13,1,8,5,0
"2126",3142,7,1,429.854285714286,97.3714285714286,6.14285714285714,332.482857142857,0,0,4,3,0,6,7,0,6,6,0,6,12,0
"2127",3143,20,6,306.896,4.9375,4.35,301.9585,0,6,11,3,17,5,15,0,5,16,5,17,12,0
"2128",3144,17,2,285.091176470588,106.712352941176,2.11764705882353,178.378823529412,0,1,7,9,2,1,5,0,0,9,0,2,2,0
"2129",3146,16,5,172.101875,17.048125,2.125,155.05375,1,2,3,10,9,9,6,0,2,3,1,7,7,0
"2130",3147,28,17,394.799285714286,50.7985714285714,4.53571428571429,344.000714285714,0,5,15,8,4,20,24,0,6,20,1,24,32,0
"2131",3149,45,20,236.797111111111,0.917777777777778,4.6,235.879333333333,0,10,19,16,9,28,46,0,24,25,0,40,35,0
"2132",3150,46,10,491.978260869565,139.191304347826,5.19565217391304,352.786956521739,10,11,15,10,0,34,47,1,0,24,12,50,67,0
"2133",3151,10,3,286.934,157.56,5.2,129.374,0,0,0,10,0,0,0,0,0,2,0,0,0,0
"2134",3152,81,6,510.118024691358,152.245925925926,4.71604938271605,357.872098765432,6,16,36,23,36,46,73,1,12,47,1,71,99,0
"2135",3153,25,5,439.8812,44.8732,4.12,395.008,2,2,10,11,16,6,18,0,4,21,4,12,17,0
"2136",3154,7,0,93.1785714285714,0,0.142857142857143,93.1785714285714,0,0,0,7,0,0,1,0,0,6,0,0,0,0
"2137",3155,42,9,201.648333333333,34.7678571428571,2.9047619047619,166.880476190476,0,1,18,23,23,25,21,0,4,20,2,12,34,0
"2138",3156,29,3,393.898275862069,88.5720689655172,3.03448275862069,305.326206896552,0,3,12,14,8,12,19,0,8,17,0,6,25,0
"2139",3157,12,4,544.0125,88.8025,4.08333333333333,455.21,1,0,6,5,3,10,11,4,4,2,1,8,12,0
"2140",3158,50,5,263.482,31.594,3.82,231.888,1,3,38,8,30,13,31,2,20,60,2,26,28,0
"2141",3159,12,0,124.141666666667,37.5341666666667,2,86.6075,0,0,0,12,0,0,5,0,0,4,0,4,0,0
"2142",3160,20,5,308.622,18.2225,3.95,290.3995,1,3,15,1,0,16,16,0,6,18,4,3,18,0
"2143",3161,41,6,366.016585365854,34.3041463414634,5.80487804878049,331.71243902439,0,0,22,19,13,61,35,0,16,46,0,21,51,0
"2144",3162,12,7,230.873333333333,8.35833333333333,3.66666666666667,222.515,0,3,7,2,4,4,10,0,1,9,0,9,9,0
"2145",3163,5,0,117.83,29.828,1.2,88.002,0,0,0,5,0,0,1,0,0,3,0,1,0,0
"2146",3165,8,0,117.57,18.78375,2.75,98.78625,0,0,2,6,2,1,7,0,0,5,0,3,2,0
"2147",3166,268,1,316.634925373134,71.1741417910448,4.39179104477612,245.46078358209,3,35,131,99,177,166,156,2,93,222,10,190,254,0
"2148",3167,31,8,161.596451612903,50.9425806451613,3.25806451612903,110.653870967742,0,1,8,22,0,12,27,0,1,14,0,8,8,0
"2149",3171,18,1,333.663888888889,86.2638888888889,2.66666666666667,247.4,0,0,16,2,0,5,10,2,0,24,3,0,12,0
"2150",3172,99,8,547.104141414141,312.577272727273,2.93939393939394,234.526868686869,1,6,48,44,17,22,65,0,10,67,1,50,89,0
"2151",3174,82,9,177.153658536585,28.6735365853659,0.682926829268293,148.480121951219,2,3,0,77,0,5,16,0,0,61,0,7,1,0
"2152",3175,95,1,175.173684210526,24.7905263157895,1.02105263157895,150.383157894737,1,1,42,51,50,9,13,0,1,70,7,13,16,0
"2153",3177,26,7,286.734615384615,121.931153846154,4.23076923076923,164.803461538462,2,1,1,22,0,4,6,0,0,8,0,6,5,0
"2154",3178,162,37,378.245308641976,122.189444444444,2.20987654320988,256.055864197531,8,15,54,85,67,54,84,3,0,58,25,48,93,0
"2155",3179,6,1,315.865,132.29,3.83333333333333,183.575,1,2,0,3,0,1,4,0,0,0,0,4,2,0
"2156",3180,65,3,243.194461538461,52.3435384615385,2.87692307692308,190.850923076923,0,2,45,18,5,24,32,0,13,74,0,19,44,0
"2157",3181,24,22,725.524166666667,170.875,4.29166666666667,554.649166666667,2,3,13,6,0,12,22,0,6,18,4,22,21,0
"2158",3186,35,0,469.459428571429,89.9451428571429,5,379.514285714286,0,3,25,7,0,23,28,0,21,36,0,29,43,0
"2159",3187,52,12,354.203269230769,18.4109615384615,2.80769230769231,335.792307692308,0,6,18,28,22,20,26,1,18,26,0,29,31,0
"2160",3188,21,5,203.56619047619,33.9590476190476,4.80952380952381,169.607142857143,0,1,9,11,26,5,20,0,10,9,0,12,19,0
"2161",3190,55,0,223.442,32.9941818181818,2.81818181818182,190.447818181818,0,0,42,13,4,15,21,0,7,82,2,22,33,0
"2162",3192,15,12,445.984,73.9853333333333,4.33333333333333,371.998666666667,1,0,12,2,2,10,13,0,0,9,7,9,18,0
"2163",3193,45,9,689.688444444444,178.681333333333,3.93333333333333,511.007111111111,1,12,11,21,0,12,42,1,0,36,0,39,20,0
"2164",3194,14,0,529.512857142857,76.7535714285714,3.14285714285714,452.759285714286,1,3,10,0,2,4,8,0,4,10,1,8,12,0
"2165",3195,46,24,250.795217391304,21.7802173913043,2.8695652173913,229.015,1,2,32,11,0,12,35,0,1,43,1,11,40,0
"2166",3196,54,11,235.565185185185,30.5051851851852,3.37037037037037,205.06,0,2,36,16,14,12,36,1,14,59,6,20,30,0
"2167",3198,97,7,169.716494845361,36.849793814433,2.75257731958763,132.866701030928,1,11,22,63,13,21,93,0,4,32,0,47,29,0
"2168",3199,8,5,4704.51375,1736.41375,4.5,2968.1,1,1,4,2,0,4,8,2,3,4,0,8,9,0
"2169",3200,17,6,159.233529411765,24.6135294117647,1.23529411764706,134.62,0,1,1,15,0,1,11,0,0,5,0,4,0,0
"2170",3202,42,1,262.422857142857,79.2776190476191,4.66666666666667,183.145238095238,0,3,20,19,23,17,34,0,9,58,0,9,27,0
"2171",3204,40,24,609.38275,107.1075,4.525,502.27525,4,3,24,9,0,30,37,0,0,36,2,31,46,0
"2172",3205,73,2,451.719863013699,99.6056164383562,1.6027397260274,352.114246575343,4,6,22,41,43,12,24,0,0,36,5,20,26,0
"2173",3209,3,0,336.666666666667,0,5,336.666666666667,0,0,2,1,0,0,3,0,3,3,0,3,3,0
"2174",3210,6,1,566.048333333333,218.523333333333,3.33333333333333,347.525,2,0,2,2,0,7,4,0,0,1,0,6,4,0
"2175",3211,20,0,377.1195,36.2615,3.1,340.858,0,0,9,11,3,7,10,0,2,19,2,15,13,0
"2176",3212,13,0,196.086923076923,26.5069230769231,1.15384615384615,169.58,0,0,9,4,0,2,5,0,0,15,0,0,1,0
"2177",3213,4,1,420,15,6.25,405,0,0,4,0,0,5,4,0,3,4,0,4,5,0
"2178",3217,43,3,344.718372093023,53.1937209302326,3.34883720930233,291.524651162791,6,2,20,15,17,27,25,0,8,27,5,24,29,0
"2179",3219,8,3,427.31625,12.92,4.625,414.39625,1,0,6,1,2,9,8,0,1,5,3,6,5,0
"2180",3220,30,0,199.820666666667,28.8203333333333,2.06666666666667,171.000333333333,0,3,26,1,9,5,8,0,2,48,0,7,6,0
"2181",3221,6,3,1041.66666666667,0,6.16666666666667,1041.66666666667,3,0,2,1,0,6,8,0,1,3,3,8,6,0
"2182",3223,136,16,595.693970588236,173.588897058824,4.35294117647059,422.105073529412,2,13,73,48,37,109,123,5,3,100,2,58,171,0
